"";"PTBrate";"nbirth";"seasons";"missind"
"253";0,228769497400347;577;10;FALSE
"254";0,253187613843352;549;11;FALSE
"255";0,219178082191781;584;11;FALSE
"256";0,244336569579288;618;11;FALSE
"257";NA;572;11;TRUE
"258";0,233722871452421;599;12;FALSE
"259";0,233743409490334;569;12;FALSE
"260";0,255067567567568;592;12;FALSE
"261";0,266086956521739;575;12;FALSE
"262";0,276559865092749;593;1;FALSE
"263";0,247848537005164;581;1;FALSE
"264";0,273830155979203;577;1;FALSE
"265";0,263772954924875;599;1;FALSE
"266";0,266211604095563;586;1;FALSE
"267";NA;634;2;TRUE
"268";0,295302013422819;596;2;FALSE
"269";0,258527827648115;557;2;FALSE
"270";0,289902280130293;614;2;FALSE
"271";0,272727272727273;594;3;FALSE
"272";0,25569176882662;571;3;FALSE
"273";0,287581699346405;612;3;FALSE
"274";NA;581;3;TRUE
"275";0,256849315068493;584;4;FALSE
"276";0,240773286467487;569;4;FALSE
"277";0,248764415156507;607;4;FALSE
"278";0,226211849192101;557;4;FALSE
"279";0,221238938053097;565;4;FALSE
"280";NA;563;5;TRUE
"281";0,227686703096539;549;5;FALSE
"282";0,221122112211221;606;5;FALSE
"283";0,219269102990033;602;5;FALSE
"284";NA;585;6;TRUE
"285";0,216867469879518;581;6;FALSE
"286";0,183835182250396;631;6;FALSE
"287";NA;561;6;TRUE
"288";NA;591;7;TRUE
"289";0,20873786407767;618;7;FALSE
"290";0,231046931407942;554;7;FALSE
"291";0,199646643109541;566;7;FALSE
"292";0,208185053380783;562;7;FALSE
"293";0,179047619047619;525;8;FALSE
